DeltaTs,Gamma
18684,0.6612
18676,-0.3517
18669,-0.0176
18661,0.3953
18654,-0.6918
18647,-1.4489
18646,1.1645
18640,1.4634
18639,-1.3365
18632,-0.7469
18625,0.7318
18617,-0.009
18610,0.0411
18602,0.7228
18595,-0.7003
18589,-1.2957
18588,1.4032
18581,1.3824
18580,-1.4909
18574,-0.5957
18566,0.6394
18559,0.0815
18551,-0.1466
18544,0.8114
18537,-0.8947
18530,-1.5195
18529,1.5457
18523,0.8961
18515,-0.8268
18508,0.1609
18500,-0.0949
18493,-0.6331
18486,0.5934
18479,1.5004
18478,-1.4109
18472,-1.3812
18471,1.2586
18464,0.7358
18457,-0.7092
18450,-0.0244
18442,0.0271
18435,-0.7174
18427,0.7699
18421,1.3093
18420,-1.406
18414,-1.2308
18412,1.4763
18406,0.6658
18399,-0.4268
18391,-0.0131
18384,0.3201
18376,-0.6866
18370,-1.5219
18369,1.0933
18363,1.4728
18362,-1.3298
18355,-0.8188
18348,0.752
18341,-0.0757
18333,0.069
18326,0.6657
18318,-0.6663
18312,-1.3147
18311,1.3576
18305,1.4518
18303,-1.4471
18297,-0.6123
18290,0.7131
18282,0.0713
18275,-0.0717
18268,0.8066
18260,-0.8206
18254,-1.5242
18253,1.5407
18247,0.97
18245,-1.5192
18239,-0.8298
18232,0.2358
18225,-0.1006
18217,-0.5575
18210,0.583
18203,1.5567
18202,-1.3355
18196,-1.4156
18195,1.2458
18189,0.7802
18181,-0.7536
18174,0.0115
18167,-0.0286
18159,-0.6896
18152,0.7045
18146,1.3194
18144,-1.3889
18138,-1.2998
18137,1.4081
18131,0.6726
18124,-0.4997
18116,-0.0084
18109,0.2456
18101,-0.6819
18094,1.0212
18088,1.4784
18087,-1.324
18080,-0.8967
18073,0.7664
18066,-0.1488
18058,0.0905
18051,0.6023
18044,-0.6395
18038,-1.3409
18036,1.3048
18030,1.5148
18029,-1.4101
18023,-0.6358
18015,0.7805
18008,0.054
18001,-0.0026
17993,0.7966
17986,-0.7494
17980,-1.5277
17979,1.5329
17973,1.0459
17971,-1.4503
17965,-0.8297
17958,0.3145
17951,-0.102
17943,-0.4784
17936,0.5764
17929,-1.2569
17922,-1.4442
17921,1.2376
17915,0.83
17908,-0.7916
17900,0.0541
17893,-0.0767
17886,-0.6543
17878,0.6477
17872,1.3348
17871,-1.3651
17865,-1.3642
17864,1.3463
17858,0.6837
17850,-0.5701
17843,-0.0002
17836,0.1712
17828,-0.6766
17821,0.9482
17815,1.4798
17814,-1.3193
17808,-0.9788
17800,0.7755
17793,-0.228
17786,0.106
17778,0.5332
17771,-0.619
17765,-1.3735
17764,1.2463
17757,-1.3799
17750,-0.6648
17743,0.8418
17736,0.0317
17729,0.0611
17721,0.7801
17714,-0.6831
17708,-1.5331
17707,1.5187
17701,1.1203
17699,-1.3859
17693,-0.8304
17686,0.3934
17679,-0.1021
17671,-0.395
17664,0.5735
17657,-1.1725
17651,-1.4657
17650,1.2343
17644,0.8873
17636,-0.8218
17629,0.1029
17622,-0.1181
17614,-0.6132
17607,0.5977
17601,1.3558
17600,-1.3347
17594,-1.424
17593,1.2913
17587,0.6993
17579,-0.6366
17572,0.0118
17565,0.1
17557,-0.6692
17550,0.8754
17544,1.4787
17543,-1.3138
17537,-1.0641
17530,0.7813
17522,-0.3108
17515,0.116
17508,0.4593
17501,-0.6041
17495,-1.413
17493,1.1819
17486,-1.3564
17480,-0.7025
17473,0.8945
17466,0.0013
17458,0.1176
17451,0.757
17444,-0.6223
17438,-1.5394
17437,1.4997
17431,1.1951
17429,-1.3239
17423,-0.8304
17416,0.4737
17409,-0.1014
17402,-0.3107
17394,0.5724
17387,-1.0865
17381,-1.483
17380,1.2334
17374,0.9484
17367,-0.8458
17360,0.1583
17352,-0.1513
17345,-0.5654
17338,0.5559
17332,1.3837
17331,-1.2977
17325,-1.4768
17323,1.2443
17317,0.7217
17310,-0.699
17303,0.029
17296,0.032
17289,-0.6579
17281,0.8051
17275,1.4749
17274,-1.3076
17268,-1.1519
17261,0.7837
17254,-0.3967
17247,0.1217
17239,0.3809
17232,-0.5949
17226,-1.4579
17225,1.1138
17218,-1.3381
17212,-0.7454
17205,0.9396
17197,-0.0357
17190,0.1674
17183,0.7261
17176,-0.5679
17170,-1.5515
17169,1.4717
17163,1.2662
17162,-1.2681
17156,-0.834
17148,0.5529
17141,-0.1022
17134,-0.2247
17127,0.5717
17118,-0.9975
17111,-1.4943
17110,1.2353
17102,1.0144
17094,-0.8637
17085,0.2186
17076,-0.1775
17067,-0.5113
17059,0.5216
17052,1.418
17050,-1.254
17043,-1.5237
17041,1.2046
17034,0.7509
17026,-0.7555
17017,0.0513
17008,-0.0322
17000,-0.6424
16991,0.7375
16984,1.4722
16982,-1.2968
16975,-1.2404
16966,0.7851
16958,-0.4836
16949,0.1254
16941,0.3004
16932,-0.59
16925,-1.51
16924,1.0402
16915,-1.326
16908,-0.7965
16899,0.9761
16891,-0.081
16882,0.2091
16874,0.688
16865,-0.5188
16858,-1.5666
16857,1.4379
16849,1.3356
16848,-1.2165
16841,-0.8405
16832,0.6304
16824,-0.1049
16815,-0.1407
16807,0.5698
16798,-0.9098
16791,-1.5027
16790,1.2373
16783,1.0836
16774,-0.8766
16766,0.2839
16758,-0.1973
16749,-0.4515
16741,0.4951
16734,1.4597
16732,-1.2039
16724,1.172
16717,0.7877
16708,-0.8059
16700,0.082
16692,-0.0907
16683,-0.6212
16675,0.674
16668,1.4701
16666,-1.2825
16659,-1.3282
16658,1.4887
16651,0.7855
16643,-0.5724
16634,0.1262
16626,0.2182
16618,-0.588
16609,0.9651
16601,-1.318
16594,-0.8523
16586,1.0061
16577,-0.1325
16569,0.2437
16561,0.6406
16553,-0.4775
16544,1.3949
16537,1.3997
16536,-1.1716
16529,-0.8528
16521,0.7042
16513,-0.1117
16504,-0.0573
16496,0.566
16488,-0.8224
16481,-1.508
16480,1.2387
16473,1.1553
16471,-1.542
16465,-0.8847
16456,0.3529
16448,-0.2114
16440,-0.387
16432,0.4756
16425,1.5085
16423,-1.1479
16415,1.147
16408,0.8311
16400,-0.8502
16392,0.1187
16384,-0.1434
16376,-0.5934
16368,0.6149
16361,1.471
16360,-1.2621
16353,-1.4136
16351,1.4221
16345,0.7883
16336,-0.6586
16328,0.127
16320,0.1354
16312,-0.5878
16304,0.8874
16296,-1.3134
16289,-0.9156
16281,1.0275
16273,-0.1914
16265,0.2713
16257,0.5865
16249,-0.4426
16241,1.3445
16234,1.4601
16233,-1.1326
16226,-0.8698
16218,0.7738
16210,-0.1232
16202,0.0214
16194,0.5588
16186,-0.7375
16179,-1.5126
16178,1.2379
16171,1.2277
16170,-1.4589
16163,-0.8905
16155,0.4247
16147,-0.2212
16139,-0.3188
16131,0.4612
16123,-1.0866
16115,1.1285
16109,0.8841
16101,-0.8876
16093,0.1647
16085,-0.1895
16077,-0.5579
16069,0.5617
16062,1.4745
16061,-1.2368
16055,-1.4974
16053,1.3586
16047,0.7922
16039,-0.7436
16031,0.1286
16023,0.0536
16015,-0.5881
16007,0.8101
15999,-1.3093
15993,-0.9821
15991,1.5128
15985,1.0434
15977,-0.2567
15969,0.292
15961,0.5243
15953,-0.4149
15946,1.2856
15939,1.5136
15938,-1.1012
15931,-0.8937
15923,0.8388
15916,-0.1404
15908,0.0966
15900,0.5466
15892,-0.6564
15886,-1.5165
15884,1.2343
15878,1.2999
15877,-1.3784
15870,-0.8945
15862,0.4979
15855,-0.2269
15847,-0.2467
15839,0.4525
15831,-1.0208
15824,1.115
15817,0.9433
15809,-0.9186
15802,0.2165
15794,-0.2298
15786,-0.5161
15778,0.5151
15772,1.4838
15771,-1.2039
15763,1.3022
15757,0.8004
15749,-0.8239
15741,0.1333
15733,-0.0257
15726,-0.5871
15718,0.7318
15710,-1.3066
15704,-1.0535
15703,1.4411
15696,1.0527
15689,-0.3272
15681,0.3057
15673,0.4558
15666,-0.3933
15658,1.2205
15650,-1.076
15644,-0.9242
15636,0.8974
15629,-0.1635
15621,0.166
15614,0.5294
15606,-0.5804
15600,-1.5225
15598,1.2256
15592,1.3713
15591,-1.3014
15585,-0.8989
15577,0.5714
15569,-0.2323
15562,-0.1732
15554,0.4466
15547,-0.9507
15539,1.1064
15533,1.0107
15525,-0.9423
15518,0.2774
15510,-0.2623
15503,-0.4674
15495,0.4746
15489,1.4974
15488,-1.1656
15480,1.251
15474,0.8128
15466,-0.9009
15459,0.1409
15451,-0.1015
15444,-0.5829
15437,0.6567
15429,-1.3022
15423,-1.1272
15422,1.3697
15415,1.0582
15408,-0.402
15400,0.3148
15393,0.3807
15385,-0.3782
15378,1.1483
15371,-1.0569
15364,-0.9619
15357,0.9496
15350,-0.1944
15342,0.2293
15335,0.5057
15327,-0.5104
15321,-1.5311
15320,1.2119
15314,1.44
15313,-1.2296
15306,-0.9039
15299,0.6452
15292,-0.2361
15284,-0.098
15277,0.4429
15269,-0.8785
15262,1.1007
15256,1.0823
15249,-0.9612
15241,0.3431
15234,-0.2886
15227,-0.4111
15219,0.4414
15213,1.5182
15212,-1.1195
15204,1.2073
15198,0.832
15191,-0.9706
15184,0.1538
15177,-0.1735
15169,-0.5753
15162,0.5837
15155,-1.2954
15148,-1.2034
15147,1.2994
15141,1.0592
15134,-0.4803
15127,0.3195
15119,0.3012
15112,-0.3681
15105,1.0698
15098,-1.0438
15092,-1.0057
15084,0.9951
15077,-0.2312
15070,0.2851
15063,0.4761
15055,-0.4465
15049,-1.5438
15048,1.192
15042,1.5055
15041,-1.1635
15035,-0.9133
15028,0.7165
15020,-0.2424
15013,-0.0234
15006,0.4391
14999,-0.8041
14992,1.0974
14986,1.1614
14979,-0.9735
14971,0.416
14964,-0.3083
14957,-0.3492
14950,0.415
14943,-1.0682
14936,1.1697
14930,0.8559
14922,-1.0341
14915,0.1722
14908,-0.2391
14901,-0.5631
14894,0.5151
14887,-1.2844
14881,-1.2794
14880,1.2318
14874,1.0592
14867,-0.5616
14860,0.3213
14852,0.2177
14845,-0.3614
14838,0.9871
14831,-1.0362
14825,-1.0565
14818,1.0334
14811,-0.2756
14804,0.3334
14797,0.4386
14790,-0.3907
14783,1.1661
14776,-1.1031
14770,-0.9257
14763,0.7859
14756,-0.2505
14749,0.0505
14742,0.4347
14735,-0.7303
14728,1.0934
14722,1.2425
14715,-0.9819
14708,0.493
14701,-0.3226
14694,-0.2812
14687,0.3955
14680,-1.0096
14673,1.1402
14667,0.8873
14660,-1.0902
14653,0.1973
14646,-0.299
14639,-0.5436
14632,0.4502
14625,-1.2682
14619,-1.3557
14618,1.1671
14613,1.0588
14606,-0.6437
14599,0.321
14592,0.1308
14585,-0.3583
14578,0.901
14571,-1.0323
14565,-1.1126
14558,1.065
14551,-0.3252
14544,0.3753
14538,0.3954
14531,-0.342
14524,1.1321
14517,-1.0503
14511,-0.9449
14504,0.8505
14497,-0.2643
14491,0.1213
14484,0.4276
14477,-0.656
14470,1.0896
14464,1.3284
14463,-1.4808
14457,-0.986
14451,0.5746
14444,-0.3312
14437,-0.2095
14430,0.3814
14423,-0.9468
14416,1.1169
14411,0.9252
14404,-1.1389
14397,0.229
14390,-0.3519
14383,-0.5174
14377,0.3918
14370,-1.2458
14364,-1.4306
14363,1.1063
14357,1.0595
14351,-0.7254
14344,0.3213
14337,0.0434
14330,-0.357
14323,0.8126
14317,-1.0315
14311,-1.1739
14310,1.5329
14304,1.0895
14298,-0.3826
14291,0.4086
14284,0.3452
14277,-0.3015
14271,1.0922
14264,-1.0048
14258,-0.9688
14252,0.9118
14245,-0.2819
14238,0.189
14231,0.4165
14225,-0.5847
14218,1.0827
14212,1.4145
14211,-1.4037
14206,-0.9887
14199,0.6581
14192,-0.3363
14186,-0.133
14179,0.3727
14172,-0.8788
14166,1.0994
14160,0.9704
14153,-1.1791
14147,0.2687
14140,-0.3981
14133,-0.4834
14127,0.3394
14120,-1.2161
14115,-1.5027
14113,1.0511
14108,1.0614
14101,-0.8063
14095,0.3218
14088,-0.0442
14081,-0.3559
14075,0.7228
14068,-1.0324
14063,-1.2383
14062,1.4496
14056,1.1092
14049,-0.4435
14043,0.4353
14036,0.289
14030,-0.2686
14023,1.0448
14016,-0.9674
14011,-1.0021
14004,0.9664
13998,-0.3069
13991,0.2527
13985,0.4003
13978,-0.5152
13972,1.0724
13966,1.5027
13965,-1.327
13960,-0.9892
13953,0.743
13946,-0.3389
13940,-0.055
13933,0.3682
13927,-0.8072
13920,1.0873
13915,1.0217
13914,-1.5048
13908,-1.2116
13902,0.3154
13895,-0.4363
13889,-0.4425
13882,0.2931
13876,-1.1792
13869,1.0017
13864,1.0685
13857,-0.8846
13851,0.3258
13844,-0.13
13838,-0.3529
13831,0.6341
13825,-1.0341
13820,-1.3071
13818,1.3641
13813,1.1226
13807,-0.51
13800,0.4547
13794,0.227
13787,-0.2438
13781,0.9917
13774,-0.9361
13769,-1.0409
13763,1.0166
13756,-0.3386
13750,0.3114
13743,0.3783
13737,-0.4506
13730,1.057
13724,-1.2541
13719,-0.9907
13712,0.8282
13706,-0.3401
13699,0.0249
13693,0.3658
13687,-0.7328
13680,1.0793
13675,1.0792
13674,-1.4392
13669,-1.2366
13662,0.3695
13656,-0.4671
13649,-0.3923
13643,0.2543
13637,-1.1349
13630,0.9583
13625,1.0794
13619,-0.9592
13612,0.3324
13606,-0.2141
13600,-0.3486
13593,0.5476
13587,-1.0343
13582,-1.3763
13581,1.2811
13575,1.1322
13569,-0.5788
13563,0.4695
13556,0.1606
13550,-0.2251
13544,0.931
13537,-0.9125
13532,-1.0891
13526,1.0597
13520,-0.3782
13513,0.3639
13507,0.3495
13501,-0.39
13494,1.0365
13488,-1.1846
13483,-0.9933
13477,0.9118
13470,-0.3409
13464,0.1047
13458,0.3653
13452,-0.6568
13445,1.0744
13440,1.1422
13439,-1.3708
13434,-1.2544
13428,0.4293
13421,-0.4915
13415,-0.3357
13409,0.2223
13403,-1.0821
13396,0.9216
13391,1.0968
13385,-1.0284
13379,0.3453
13373,-0.293
13366,-0.3405
13360,0.4633
13354,-1.0329
13349,-1.4474
13348,1.1987
13343,1.1388
13336,-0.6518
13330,0.4792
13324,0.0902
13318,-0.2115
13312,0.8664
13305,-0.8945
13300,-1.1439
13294,1.0974
13293,-1.5237
13288,-0.4246
13282,0.4102
13276,0.3135
13269,-0.3361
13263,1.0098
13257,-1.1196
13252,-0.9993
13246,0.9929
13240,-0.3441
13234,0.1836
13227,0.3639
13221,-0.5807
13215,1.0702
13210,1.2099
13209,-1.3006
13204,-1.2656
13198,0.497
13192,-0.5085
13186,-0.2706
13180,0.1973
13173,-1.0219
13167,0.8919
13162,1.119
13156,-1.0935
13150,0.3623
13144,-0.3678
13138,-0.3277
13132,0.3839
13126,-1.0278
13121,-1.5169
13120,1.1203
13115,1.1455
13109,-0.7246
13102,0.4864
13096,0.0162
13090,-0.2028
13084,0.7965
13078,-0.8822
13073,-1.207
13067,1.1272
13066,-1.5079
13061,-0.4788
13055,0.4503
13049,0.2706
13043,-0.2879
13037,0.976
13031,-1.0606
13026,-1.0087
13020,1.07
13014,-0.3495
13008,0.2598
13002,0.3619
12996,-0.5047
12990,1.0664
12985,1.2811
12984,-1.2298
12979,-1.2721
12973,0.5684
12967,-0.5201
12961,-0.1999
12955,0.178
12949,-0.9546
12943,0.8691
12938,1.1494
12932,-1.151
12926,0.3864
12920,-0.436
12914,-0.3093
12908,0.3097
12902,-1.0182
12896,1.0448
12891,1.1509
12885,-0.7985
12879,0.4916
12873,-0.0588
12867,-0.1981
12861,0.7236
12856,-0.8739
12851,-1.2754
12850,1.55
12845,1.1518
12844,-1.4962
12839,-0.5401
12833,0.4835
12827,0.2211
12821,-0.2462
12815,0.9359
12809,-1.0082
12804,-1.024
12798,1.1423
12792,-0.3598
12786,0.3323
12781,0.3552
12775,-0.4309
12769,1.061
12764,1.3559
12763,-1.1581
12758,-1.2738
12752,0.646
12746,-0.5261
12740,-0.1221
12735,0.1652
12729,-0.8818
12723,0.8517
12718,1.1848
12712,-1.2029
12706,0.4166
12700,-0.4984
12694,-0.2849
12689,0.2424
12683,-1.0024
12677,0.9758
12672,1.1585
12666,-0.8712
12660,0.4971
12655,-0.1348
12649,-0.1943
12643,0.6476
12637,-0.8689
12632,-1.3502
12631,1.4737
12626,1.1705
12626,-1.4885
12621,-0.6076
12615,0.5099
12609,0.1639
12603,-0.2118
12597,0.8889
12592,-0.9629
12587,-1.0444
12581,1.2085
12575,-0.3741
12569,0.4014
12564,0.3456
12558,-0.3594
12552,1.0521
12547,1.4317
12546,-1.0885
12542,-1.2734
12536,0.7249
12530,-0.5296
12524,-0.0411
12519,0.1566
12513,-0.8023
12507,0.8407
12502,1.2282
12501,-1.5134
12496,-1.2466
12491,0.4546
12485,-0.5523
12479,-0.254
12474,0.1813
12468,-0.9813
12462,0.9123
12457,1.1687
12452,-0.9423
12446,0.503
12440,-0.2101
12434,-0.1911
12429,0.5711
12423,-0.8654
12418,-1.4299
12417,1.394
12413,1.184
12412,-1.4838
12407,-0.68
12401,0.5303
12395,0.1016
12390,-0.1846
12384,0.8357
12378,-0.9241
12374,-1.0719
12373,1.512
12368,1.2681
12362,-0.3964
12357,0.4644
12351,0.3291
12345,-0.2917
12340,1.0389
12335,1.5089
12334,-1.0204
12329,-1.2707
12323,0.8082
12318,-0.5293
12312,0.0443
12307,0.1519
12301,-0.7198
12295,0.8343
12291,1.276
12290,-1.4394
12285,-1.2845
12279,0.498
12274,-0.5988
12268,-0.2163
12262,0.129
12257,-0.9536
12251,0.8557
12246,1.1839
12241,-1.0096
12240,1.526
12235,0.5128
12230,-0.2844
12224,-0.1862
12218,0.4943
12213,-0.8616
12208,-1.5131
12207,1.313
12202,1.1922
12202,-1.4815
12197,-0.7577
12191,0.5448
12186,0.0334
12180,-0.1637
12175,0.7761
12169,-0.8929
12164,-1.1053
12163,1.4645
12159,1.3214
12153,-0.4239
12148,0.5222
12142,0.3067
12136,-0.2286
12131,1.02
12125,-0.9567
12121,-1.2695
12115,0.8904
12110,-0.5288
12104,0.1319
12099,0.1496
12093,-0.6331
12087,0.832
12083,1.3309
12082,-1.3604
12077,-1.3139
12072,0.5482
12066,-0.6376
12061,-0.172
12055,0.0843
12050,-0.918
12044,0.806
12039,1.204
12034,-1.0736
12033,1.4734
12028,0.5265
12023,-0.3557
12017,-0.1796
12012,0.4178
12006,-0.8574
12001,1.2315
11996,1.1981
11995,-1.4787
11991,-0.8381
11985,0.5549
11980,-0.0381
11974,-0.1476
11969,0.7119
11963,-0.868
11959,-1.1471
11958,1.4096
11953,1.3664
11952,-1.5411
11948,-0.4601
11942,0.5723
11937,0.2761
11931,-0.1714
11926,0.9951
11921,-0.8959
11916,-1.2683
11911,0.9739
11905,-0.5279
11900,0.2205
11894,0.149
11889,-0.5459
11883,0.8319
11879,1.3888
11878,-1.28
11873,-1.3377
11868,0.6041
11862,-0.6688
11857,-0.1213
11852,0.0475
11846,-0.8757
11841,0.7642
11836,1.2307
11831,-1.1331
11830,1.4272
11825,0.5456
11820,-0.4232
11815,-0.1679
11809,0.3444
11804,-0.8509
11798,1.1507
11794,1.2013
11793,-1.4757
11788,-0.9208
11783,0.5607
11778,-0.1145
11772,-0.1375
11767,0.6433
11761,-0.8491
11757,-1.1943
11756,1.3512
11752,1.4039
11751,-1.5142
11746,-0.5024
11741,0.6167
11735,0.2386
11730,-0.1203
11725,0.962
11719,-0.8414
11715,-1.2712
11709,1.0548
11704,-0.5295
11699,0.3085
11693,0.1478
11688,-0.4568
11683,0.8335
11678,1.4516
11677,-1.1974
11673,-1.3552
11668,0.6655
11662,-0.6925
11657,-0.064
11652,0.0183
11646,-0.8261
11641,0.7298
11636,1.2643
11631,-1.1869
11630,1.3881
11626,0.5696
11620,-0.4867
11615,-0.1527
11610,0.274
11604,-0.8403
11599,1.0718
11595,1.2041
11594,-1.4699
11589,-1.0032
11584,0.5654
11579,-0.1912
11573,-0.1308
11568,0.5708
11563,-0.8354
11558,-1.2491
11558,1.2874
11553,1.4331
11552,-1.494
11548,-0.5539
11543,0.6525
11537,0.1928
11532,-0.0752
11527,0.9222
11521,-0.7919
11517,-1.2771
11512,1.1341
11507,-0.5331
11501,0.3945
11496,0.1453
11491,-0.3699
11485,0.8354
11481,1.5167
11480,-1.1144
11476,-1.3683
11471,0.7309
11465,-0.7103
11460,-0.0015
11455,-0.0036
11450,-0.7707
11444,0.702
11440,1.3053
11435,-1.2346
11434,1.3559
11429,0.6022
11424,-0.5444
11419,-0.1302
11414,0.2084
11409,-0.8246
11403,0.9965
11399,1.2064
11398,-1.4617
11394,-1.0867
11388,0.5675
11383,-0.2698
11378,-0.1272
11373,0.4964
11368,-0.8266
11363,-1.3085
11362,1.221
11358,1.4562
11357,-1.4782
11353,-0.6108
11348,0.6823
11342,0.1385
11337,-0.0372
11332,0.8741
11327,-0.7491
11323,-1.2891
11322,1.5513
11317,1.2084
11316,-1.5314
11312,-0.5414
11307,0.4782
11302,0.1398
11297,-0.2842
11291,0.835
11286,-1.0323
11282,-1.3771
11277,0.7997
11272,-0.7225
11266,0.0658
11261,-0.0186
11256,-0.7084
11251,0.6815
11247,1.3531
11246,-1.5229
11241,-1.2764
11241,1.33
11236,0.6405
11231,-0.5964
11226,-0.1026
11221,0.1474
11216,-0.8039
11211,0.9262
11206,1.2115
11205,-1.4482
11201,-1.1662
11196,0.5702
11191,-0.3471
11186,-0.1241
11181,0.4207
11175,-0.8201
11171,-1.375
11170,1.1504
11166,1.4713
11165,-1.4676
11161,-0.6756
11156,0.7048
11151,0.0768
11146,-0.0062
11140,0.8184
11135,-0.7123
11131,-1.3058
11130,1.5057
11126,1.2787
11125,-1.4902
11121,-0.5546
11116,0.5572
11111,0.131
11105,-0.2021
11100,0.8326
11095,-0.9523
11091,-1.384
11086,0.8709
11081,-0.7309
11076,0.1361
11071,-0.0294
11066,-0.6416
11060,0.6666
11056,1.4092
11055,-1.4574
11051,-1.3117
11050,1.3105
11046,0.6874
11041,-0.641
11036,-0.0666
11031,0.0935
11026,-0.7773
11021,0.8605
11016,1.2182
11016,-1.4308
11011,-1.244
11006,0.5744
11001,-0.4244
10996,-0.1213
10991,0.3449
10986,-0.8143
10982,-1.4445
10981,1.0793
10977,1.4815
10976,-1.4592
10972,-0.746
10967,0.7217
10962,0.0083
10957,0.0186
10952,0.7551
10947,-0.6828
10942,-1.3294
10942,1.4529
10937,1.3435
10936,-1.4549
10932,-0.5739
10927,0.6312
10922,0.1161
10917,-0.1246
10912,0.8256
10907,-0.8758
10903,-1.3899
10898,0.9432
10893,-0.7359
10888,0.2106
10883,-0.0348
10878,-0.5697
10873,0.6569
10869,1.4714
10868,-1.387
10864,-1.3406
10863,1.2967
10859,0.7394
10854,-0.6801
10849,-0.0252
10844,0.0458
10839,-0.7435
10834,0.8018
10829,1.23
10829,-1.4069
10824,-1.3164
10824,1.517
10819,0.5827
10814,-0.4978
10809,-0.1161
10804,0.269
10799,-0.8087
10795,-1.5186
10795,1.0068
10790,1.4859
10790,-1.4526
10785,-0.822
10780,0.7318
10775,-0.0667
10770,0.0373
10765,0.6856
10760,-0.6597
10756,-1.3595
10756,1.3932
10751,1.402
10751,-1.4264
10746,-0.5991
10741,0.699
10736,0.0964
10731,-0.0529
10727,0.8142
10722,-0.803
10717,-1.3965
10712,1.0154
10712,-1.493
10708,-0.7407
10703,0.2855
10698,-0.0384
10693,-0.4948
10688,0.6508
10684,1.5403
10683,-1.3108
10679,-1.3627
10678,1.2881
10674,0.8002
10669,-0.7112
10664,0.0238
10659,0.005
10654,-0.7036
10649,0.7495
10645,1.246
10644,-1.3773
10640,-1.3853
10639,1.4557
10635,0.5941
10630,-0.5681
10625,-0.1079
10620,0.1963
10615,-0.8021
10610,0.9352
10606,1.4874
10605,-1.446
10601,-0.9012
10596,0.7385
10592,-0.1473
10587,0.0506
10582,0.6104
10577,-0.642
10573,-1.3963
10572,1.3277
10568,1.4533
10567,-1.4041
10563,-0.6319
10558,0.7597
10553,0.0693
10548,0.0118
10543,0.7956
10538,-0.7362
10534,-1.4044
10529,1.0876
10529,-1.4254
10525,-0.7446
10520,0.3625
10515,-0.0397
10510,-0.4168
10505,0.6476
10500,-1.2319
10496,-1.3804
10495,1.2822
10491,0.8647
10486,-0.7368
10481,0.0789
10476,-0.0291
10472,-0.6566
10467,0.7049
10463,1.2693
10462,-1.3406
10458,-1.4464
10457,1.4027
10453,0.6115
10448,-0.6339
10443,-0.0949
10438,0.1261
10433,-0.7914
10429,0.8645
10425,1.4856
10424,-1.4384
10420,-0.9838
10415,0.7415
10410,-0.2319
10405,0.059
10400,0.5293
10395,-0.6305
10391,-1.4389
10391,1.2571
10386,1.4976
10386,-1.388
10382,-0.6707
10377,0.8127
10372,0.0369
10367,0.0703
10362,0.7717
10357,-0.675
10353,-1.4168
10353,1.5494
10349,1.1572
10348,-1.3632
10344,-0.7515
10339,0.4376
10334,-0.0425
10329,-0.3383
10324,0.6453
10320,-1.1487
10316,-1.3922
10315,1.2797
10311,0.9361
10306,-0.7556
10301,0.1404
10296,-0.0558
10291,-0.6039
10287,0.6669
10283,1.2974
10282,-1.2985
10278,-1.5017
10277,1.3567
10273,0.6348
10268,-0.6941
10263,-0.0771
10258,0.0603
10254,-0.7769
10249,0.7971
10245,1.4833
10244,-1.4276
10240,-1.0684
10235,0.7424
10230,-0.3188
10226,0.0644
10221,0.4456
10216,-0.6241
10212,-1.4877
10211,1.1818
10207,1.5349
10206,-1.3773
10202,-0.7168
10198,0.8576
10193,-0.0045
10188,0.1203
10183,0.7398
10178,-0.6201
10174,-1.4329
10174,1.524
10170,1.2245
10169,-1.3057
10165,-0.7602
10160,0.5128
10155,-0.0458
10151,-0.2595
10146,0.6427
10141,-1.0656
10137,-1.4007
10136,1.2781
10132,1.01
10127,-0.7699
10123,0.2062
10118,-0.0762
10113,-0.5449
10108,0.6369
10104,1.3329
10104,-1.2502
10100,-1.5493
10099,1.3181
10095,0.6653
10090,-0.7477
10085,-0.0514
10080,-0.0011
10076,-0.7561
10071,0.7334
10067,1.481
10066,-1.4127
10062,-1.153
10061,1.535
10057,0.7414
10053,-0.4085
10048,0.0667
10043,0.3588
10038,-0.6212
10034,1.1028
10029,-1.3712
10025,-0.7681
10020,0.8962
10015,-0.0509
10011,0.1634
10006,0.7006
10001,-0.5723
9997,-1.4557
9996,1.4903
9993,1.2871
9992,-1.255
9988,-0.7752
9983,0.5837
9978,-0.0529
9974,-0.1816
9969,0.6386
9964,-0.9809
9960,-1.4055
9959,1.2766
9955,1.0882
9951,-0.7787
9946,0.2762
9941,-0.0913
9936,-0.4815
9932,0.6134
9928,1.3751
9927,-1.1958
9922,1.287
9918,0.7028
9914,-0.795
9909,-0.0188
9904,-0.0563
9899,-0.73
9895,0.6735
9891,1.4805
9890,-1.393
9886,-1.2369
9885,1.4729
9881,0.742
9877,-0.4979
9872,0.0684
9867,0.2714
9862,-0.62
9858,1.0218
9853,-1.3687
9849,-0.8268
9844,0.926
9840,-0.1051
9835,0.1978
9830,0.6541
9826,-0.5324
9822,-1.4835
9821,1.4497
9817,1.3464
9816,-1.2096
9812,-0.7938
9808,0.6522
9803,-0.0638
9798,-0.1064
9793,0.6317
9789,-0.8984
9785,-1.4094
9784,1.2734
9780,1.1664
9775,-0.7848
9771,0.3493
9766,-0.1015
9761,-0.4136
9757,0.5957
9753,1.4245
9752,-1.1365
9747,1.2629
9743,0.7482
9739,-0.8355
9734,0.022
9729,-0.1052
9725,-0.6954
9720,0.6196
9716,1.482
9715,-1.3681
9711,-1.3191
9710,1.4145
9707,0.7435
9702,-0.5867
9697,0.0699
9693,0.1828
9688,-0.6207
9683,0.9401
9678,-1.368
9675,-0.8888
9670,0.9493
