DeltaTs,Gamma
143,1.1056
142,-1.4772
142,-0.4741
142,0.405
141,0.2507
141,-0.3564
141,0.9373
140,-1.1522
140,-1.099
140,0.9338
139,-0.4524
139,0.1253
139,0.2504
138,-0.6329
138,0.9564
138,1.1855
138,-1.3472
137,-1.3312
137,0.483
137,-0.5584
136,-0.2701
136,0.1619
136,-1.0033
135,0.8732
135,1.1866
135,-1.0655
135,0.4422
134,-0.3266
134,-0.238
134,0.4338
133,-0.9328
133,-1.4619
133,1.1724
133,1.2591
132,-0.6763
132,0.597
132,0.0583
131,-0.1061
131,0.8328
131,-0.8031
131,-1.2235
130,1.1507
130,-1.4473
130,-0.512
130,0.4602
129,0.2229
129,-0.2937
129,0.9164
129,-1.0802
128,-1.1041
128,1.0152
128,-0.4567
128,0.2032
127,0.2457
127,-0.5581
127,0.9471
126,1.2478
126,-1.2802
126,-1.351
126,0.5436
126,-0.5846
125,-0.212
125,0.1278
125,-0.9502
125,0.8352
124,1.2038
124,-1.1364
124,0.4545
124,-0.4072
123,-0.2293
123,0.3503
123,-0.9298
123,-1.5311
123,1.0911
122,1.269
122,-0.7465
122,0.6102
122,-0.0106
121,-0.0906
121,0.7678
121,-0.7829
121,-1.2777
121,1.1896
120,-1.4233
120,-0.5583
120,0.5085
120,0.1878
120,-0.2363
119,0.8893
119,-1.0126
119,-1.1125
119,1.0949
118,-0.4623
118,0.2804
117,0.241
117,-0.4826
116,0.9402
116,1.3157
116,-1.2097
115,-1.3643
115,0.6107
114,-0.6041
114,-0.1473
113,0.1
113,-0.8918
112,0.8022
112,1.2253
111,-1.2026
111,0.4727
110,-0.4824
110,-0.2154
109,0.2722
108,-0.9224
108,1.014
107,1.2776
107,-0.8193
106,0.6195
105,-0.0836
105,-0.0803
104,0.6976
104,-0.7691
103,-1.3389
103,1.5171
102,1.2232
102,-1.4048
102,-0.6103
101,0.5511
100,0.1461
100,-0.1849
99,0.8568
99,-0.9505
98,-1.1241
98,1.511
97,1.1702
97,-0.47
96,0.3558
95,0.2349
95,-0.4077
94,0.9321
93,1.3868
93,-1.1393
93,-1.3729
92,0.6828
91,-0.6187
91,-0.0757
90,0.0789
89,-0.8244
88,0.777
88,1.254
88,-1.5208
87,-1.2625
87,1.5466
86,0.4965
86,-0.552
85,-0.1971
84,0.1975
84,-0.9119
83,0.9401
82,1.2858
81,-0.8917
81,0.6265
80,-0.158
79,-0.0725
79,0.6244
78,-0.7585
77,-1.407
77,1.4433
76,1.2502
76,-1.3912
76,-0.6694
75,0.5873
74,0.0976
73,-0.1405
73,0.8169
72,-0.8947
71,-1.1407
71,1.4813
71,1.2412
70,-0.4825
69,0.4279
68,0.2265
68,-0.3335
67,0.9242
66,1.4614
66,-1.0676
66,-1.3768
65,1.565
65,0.7597
64,-0.6278
63,0.0002
63,0.0623
62,-0.7532
61,0.757
61,1.2884
60,-1.4585
60,-1.3163
60,1.5221
59,0.5271
58,-0.6145
58,-0.1717
57,0.1307
56,-0.8956
55,0.871
55,1.2957
54,-0.9641
53,0.6336
53,-0.2344
52,-0.0675
51,0.5483
51,-0.751
50,-1.4801
50,1.3657
49,1.2716
49,-1.382
49,-0.7347
48,0.617
47,0.0433
46,-0.1025
46,0.7713
45,-0.8458
44,-1.1619
44,1.4469
44,1.3072
44,-1.545
43,-0.4991
42,0.4962
42,0.2129
41,-0.2625
40,0.9122
40,-0.9983
39,-1.379
39,1.5547
39,0.8395
38,-0.6335
37,0.0828
37,0.0513
36,-0.6747
35,0.7432
35,1.3301
35,-1.3897
34,-1.3629
34,1.5038
34,0.5634
33,-0.6711
32,-0.1414
32,0.0694
31,-0.8735
31,0.8073
30,1.3074
29,-1.0343
29,1.487
29,0.642
28,-0.3095
28,-0.0624
27,0.4704
27,-0.7452
26,-1.5574
26,1.2858
26,1.288
26,-1.3752
25,-0.8049
25,0.6401
24,-0.0171
24,-0.071
23,0.7191
23,-0.8043
22,-1.1906
22,1.4047
22,1.3664
22,-1.4952
21,-0.5218
21,0.5594
20,0.195
20,-0.1946
19,0.8979
19,-0.9295
18,-1.3784
18,1.5434
18,0.9219
18,-0.6367
17,0.1673
17,0.0435
16,-0.5935
16,0.7332
16,1.3765
16,-1.3172
15,-1.4027
15,1.4908
15,0.607
15,-0.7191
14,-0.1039
14,0.016
13,-0.8445
13,0.7504
13,1.3238
13,-1.1028
13,1.4279
12,0.6526
12,-0.3838
12,-0.0565
11,0.3926
11,-0.7409
11,1.203
11,1.3
11,-1.371
10,-0.8791
10,0.6578
10,-0.0828
10,-0.046
10,0.6621
9,-0.7686
9,-1.2245
9,1.3581
9,1.4191
9,-1.4517
9,-0.5512
9,0.6173
9,0.1701
9,-0.1317
8,0.8765
8,-0.8649
8,-1.3788
8,1.5276
8,1.0058
8,-0.6387
8,0.2556
8,0.0388
8,-0.5077
8,0.728
8,1.4286
8,-1.2406
8,-1.4361
8,1.4822
8,0.6559
8,-0.7603
8,-0.0599
8,-0.0305
8,-0.8089
8,0.6999
8,1.3451
8,-1.1668
8,1.3749
8,0.6663
8,-0.4559
8,-0.0484
8,0.316
8,-0.7345
9,1.1206
9,1.3086
9,-1.3669
9,-0.9561
9,0.6716
9,-0.1525
9,-0.0271
9,0.5984
9,-0.7407
9,-1.2661
9,1.3047
9,1.4641
9,-1.4161
9,-0.5879
9,0.6685
9,0.1394
9,-0.0725
9,0.8509
9,-0.8031
9,-1.3796
9,1.5077
9,1.0894
9,-0.6406
9,0.3433
9,0.0346
9,-0.4216
9,0.7249
10,1.4856
10,-1.161
10,-1.463
10,1.4772
10,0.7112
10,-0.7939
10,-0.0091
10,-0.0687
10,-0.766
10,0.6563
10,1.3723
10,-1.2267
10,1.3282
10,0.6856
10,-0.5243
10,-0.0375
10,0.2409
10,-0.7269
10,1.0382
10,1.3144
10,-1.3629
10,-1.0364
10,0.6808
10,-0.2251
10,-0.0125
10,0.5318
10,-0.7183
10,-1.3132
10,1.2472
10,1.5029
10,-1.3861
10,-0.6313
10,0.7134
10,0.0996
10,-0.0202
10,0.8172
10,-0.7466
10,-1.3838
10,1.4817
11,1.1718
11,-1.543
11,-0.644
11,0.4325
11,0.0313
11,-0.3341
11,0.7234
11,-1.08
11,-1.4841
11,1.4751
11,0.7712
11,-0.8208
11,0.0472
11,-0.0996
11,-0.7164
11,0.6202
11,1.4049
11,-1.5166
11,-1.2817
11,1.2874
11,0.7099
11,-0.5886
11,-0.0211
11,0.1688
11,-0.7149
11,0.9588
12,1.3203
12,-1.3555
12,-1.1163
12,0.6876
12,-0.3007
12,-0.0024
12,0.4607
12,-0.7019
12,-1.3682
12,1.1838
12,1.5334
12,-1.3634
12,-0.6819
12,0.7521
12,0.0536
12,0.0269
12,0.7771
12,-0.6948
12,-1.3908
12,1.4504
12,1.2512
12,-1.488
13,-0.6501
13,0.5183
13,0.0264
13,-0.2476
13,0.7217
13,-0.9985
13,-1.5004
13,1.4737
13,0.8359
13,-0.8411
13,0.109
13,-0.1239
13,-0.6601
13,0.591
13,1.4463
13,-1.4631
14,-1.3314
14,1.2535
14,0.7413
14,-0.6478
14,0.0006
14,0.1009
14,-0.6999
14,0.8807
14,1.3251
14,-1.3468
14,-1.1961
14,0.6929
14,-0.3768
14,0.0051
14,0.3883
15,-0.6881
15,-1.4274
15,1.1182
15,-1.3451
15,-0.7402
15,0.7836
15,-0.001
15,0.0666
15,0.7288
15,-0.6502
15,-1.4028
15,1.412
15,1.3279
15,-1.4378
15,-0.6598
15,0.6023
15,0.019
16,-0.163
16,0.7195
16,-0.9176
16,-1.5129
16,1.4728
16,0.9037
16,-0.8559
16,0.176
16,-0.1416
16,-0.598
16,0.5676
16,1.4935
16,-1.4043
16,-1.3751
16,1.2255
16,0.7785
16,-0.702
16,0.0284
16,0.0385
16,-0.6783
16,0.8088
16,1.3318
16,-1.3334
17,-1.2739
17,1.5357
17,0.6988
17,-0.4531
17,0.011
17,0.3127
17,-0.6788
17,-1.4928
17,1.0489
17,-1.3315
17,-0.8043
17,0.8083
17,-0.062
17,0.1007
17,0.6745
17,-0.6113
17,-1.42
17,1.3671
17,1.3991
17,-1.3935
17,-0.6739
17,0.6819
17,0.008
17,-0.0817
17,0.714
17,-0.8384
17,-1.5232
17,1.4697
17,0.9739
16,-0.8675
16,0.2465
16,-0.1542
16,-0.5297
16,0.5504
16,1.5487
16,-1.3374
16,-1.4122
16,1.2044
16,0.8236
16,-0.7492
16,0.0618
16,-0.0191
16,-0.6524
16,0.7407
15,1.3407
15,-1.3155
15,-1.3496
15,1.4616
15,0.7055
15,-0.5274
15,0.0179
15,0.2385
15,-0.6703
14,0.978
14,-1.3208
14,-0.8744
14,0.827
14,-0.131
14,0.1274
13,0.6125
13,-0.5787
13,-1.4434
13,1.3152
13,1.4657
13,-1.3552
13,-0.6943
13,0.7569
13,-0.0075
12,-0.0048
12,0.7053
12,-0.7622
12,-1.5315
12,1.4651
12,1.0462
12,-1.4571
12,-0.8751
12,0.3204
12,-0.1627
12,-0.4577
12,0.5377
12,-1.2665
12,-1.4443
12,1.1874
12,0.8742
12,-0.7905
12,0.1031
12,-0.0696
12,-0.619
12,0.6798
12,1.3545
12,-1.2913
12,-1.4205
12,1.3939
12,0.7152
12,-0.6006
12,0.0253
12,0.1641
12,-0.6626
12,0.9062
12,-1.3129
12,-0.9492
12,0.8408
12,-0.2049
12,0.1487
12,0.544
12,-0.5524
12,-1.4722
12,1.2579
12,1.5258
12,-1.3226
12,-0.7199
11,0.8251
11,-0.0284
11,0.0671
11,0.6914
11,-0.6904
11,-1.5413
11,1.4546
10,1.1182
10,-1.3871
10,-0.8821
10,0.396
10,-0.1685
10,-0.3812
9,0.5296
9,-1.1887
9,-1.4696
9,1.1764
9,0.9316
8,-0.8251
8,0.1498
8,-0.1139
8,-0.5803
8,0.6243
7,1.3716
7,-1.2622
7,-1.4866
7,1.3325
7,0.7288
7,-0.6691
7,0.0355
6,0.0919
6,-0.653
6,0.8348
6,-1.3043
6,-1.0291
6,0.8498
6,-0.2846
6,0.1649
5,0.47
5,-0.5327
5,-1.5081
5,1.1934
5,-1.2967
5,-0.7525
5,0.8868
5,-0.0558
5,0.1325
5,0.6728
5,-0.6223
5,-1.5516
5,1.4406
5,1.1903
5,-1.3193
5,-0.8882
6,0.4727
6,-0.1727
6,-0.3037
6,0.5227
6,-1.1092
6,-1.4902
6,1.1682
6,0.9945
6,-0.8538
6,0.2038
6,-0.1506
7,-0.5339
7,0.5774
7,1.395
7,-1.2264
7,-1.5475
7,1.2774
7,0.7475
7,-0.7343
7,0.0503
7,0.0215
7,-0.6413
7,0.7644
7,-1.2948
7,-1.1111
7,0.8551
7,-0.3686
7,0.1763
7,0.3918
7,-0.5179
7,1.1249
7,-1.2767
7,-0.7906
7,0.942
7,-0.0892
7,0.1912
7,0.6461
7,-0.5609
7,-1.5659
7,1.4192
7,1.2598
7,-1.2569
8,-0.8969
8,0.5487
8,-0.1766
8,-0.2231
8,0.5187
8,-1.0252
7,-1.5052
7,1.1633
7,1.0627
7,-0.876
6,0.2622
6,-0.1816
6,-0.4826
5,0.5366
5,1.4241
5,-1.1846
4,1.2296
4,0.7716
3,-0.794
3,0.0706
2,-0.0443
2,-0.6251
1,0.696
1,-1.2829
0,-1.1949
0,1.5044
0,0.8585
-1,-0.455
-1,0.1836
-1,0.3095
-2,-0.5081
-2,1.0513
-2,-1.2625
-3,-0.8364
-3,0.9889
-3,-0.1292
-4,0.2427
-4,0.6142
-4,-0.5054
-4,1.3924
-4,1.3277
-4,-1.1985
-5,-0.9071
-5,0.6232
-5,-0.1824
-5,-0.1439
-5,0.5136
-5,-0.9406
-5,-1.5172
-5,1.1591
-5,1.1345
-5,-0.8931
-5,0.3269
-6,-0.2056
-6,-0.425
-6,0.503
-6,1.4602
-6,-1.1365
-6,1.1892
-6,0.803
-6,-0.8489
-6,0.097
-6,-0.1059
-6,-0.604
-6,0.6312
-6,-1.2684
-6,-1.2797
-6,1.4369
-6,0.8603
-6,-0.5431
-6,0.1888
-6,0.2246
-6,-0.5016
-6,0.9754
-6,-1.2515
-6,-0.887
-6,1.0286
-6,-0.1764
-6,0.2866
-6,0.574
-6,-0.4573
-6,1.3565
-6,1.3911
-6,-1.1469
-6,-0.922
-6,0.6964
-6,-0.1903
-5,-0.064
-5,0.5079
-4,-0.8546
-4,-1.5253
-4,1.1558
-4,1.2089
-3,-0.9061
-2,0.3943
-2,-0.2245
-1,-0.3626
0,0.4758
0,1.5024
0,-1.0831
1,1.1556
2,0.8413
2,-0.8967
3,0.1299
3,-0.1625
4,-0.5768
5,0.5708
5,-1.2479
6,-1.3637
6,1.3731
6,0.8628
7,-0.6313
8,0.1934
8,0.1389
9,-0.4985
10,0.8957
10,-1.2456
11,-0.9437
12,1.0603
12,-0.2294
13,0.3224
14,0.528
14,-0.4149
15,1.3147
15,1.4512
15,-1.1005
16,-0.9416
17,0.7655
17,-0.2024
18,0.0124
18,0.4987
19,-0.7709
19,-1.5321
19,1.1508
20,1.2857
20,-1.5101
20,-0.9157
20,0.4658
21,-0.2387
21,-0.2955
21,0.4549
21,-1.0239
22,1.1287
22,0.8869
22,-0.9383
23,0.1711
23,-0.213
23,-0.5438
23,0.5149
24,-1.2232
24,-1.4459
24,1.3123
24,0.8661
24,-0.7193
24,0.1973
24,0.0538
24,-0.4956
24,0.8163
24,-1.2416
24,-1.0048
24,1.5107
24,1.0861
24,-0.2887
24,0.3514
24,0.473
24,-0.3804
24,1.2643
24,1.506
24,-1.0607
24,-0.9673
24,0.8307
24,-0.2191
24,0.0869
24,0.4868
24,-0.689
24,-1.5381
24,1.1438
24,1.3623
24,-1.4259
24,-0.9228
24,0.5389
24,-0.2493
24,-0.2253
24,0.4389
24,-0.9607
24,1.1077
24,0.9388
24,-0.9737
24,0.219
25,-0.2573
25,-0.5025
25,0.4649
25,-1.1908
26,-1.5244
26,1.2571
26,0.8734
26,-0.8041
26,0.2025
27,-0.0314
27,-0.4937
27,0.7356
27,-1.2392
28,-1.0711
28,1.4361
28,1.105
28,-0.3528
28,0.3743
28,0.4133
29,-0.3517
29,1.2068
29,-1.027
29,-0.9988
29,0.8903
30,-0.242
30,0.1557
30,0.4697
30,-0.6102
30,1.1331
30,1.4388
30,-1.344
31,-0.9296
31,0.6135
31,-0.2576
31,-0.1528
31,0.4266
32,-0.8934
32,1.0923
32,0.9992
32,-1.0022
32,0.275
33,-0.2951
33,-0.4546
33,0.4207
33,-1.1537
33,1.2057
34,0.883
34,-0.8859
34,0.2107
34,-0.113
35,-0.4898
35,0.6571
35,-1.2354
35,-1.1393
35,1.3623
36,1.1193
36,-0.4225
36,0.3906
37,0.3467
37,-0.33
38,1.1422
38,-1.0007
38,-1.037
39,0.9451
39,-0.2704
40,0.2201
40,0.4473
41,-0.5364
41,1.1188
42,1.513
42,-1.2659
42,-0.9365
43,0.6872
43,-0.2644
44,-0.0785
44,0.4171
45,-0.8239
45,1.0797
46,1.0647
46,-1.0248
47,0.3378
47,-0.327
48,-0.399
48,0.3836
49,-1.1081
49,1.1616
50,0.8981
50,-0.9632
51,0.2224
51,-0.1915
51,-0.4838
52,0.5792
52,-1.2311
53,-1.2102
53,1.2886
53,1.1293
53,-0.4947
54,0.4015
54,0.2755
54,-0.3132
55,1.072
55,-0.9795
55,-1.0822
55,0.9931
55,-0.3053
56,0.2787
56,0.4188
56,-0.4681
56,1.0981
57,-1.1928
57,-0.9457
57,0.7597
58,-0.2727
58,-0.0041
58,0.4091
59,-0.7512
59,1.0711
59,1.1372
60,-1.0411
60,0.4077
61,-0.3522
61,-0.3382
61,0.3518
62,-1.058
62,1.1227
62,0.9183
63,-1.0352
63,0.2391
63,-0.2644
63,-0.4726
64,0.5062
64,-1.2233
64,-1.2821
64,1.2166
64,1.1367
64,-0.5701
64,0.4089
64,0.1993
64,-0.302
64,0.996
64,-0.9638
65,-1.1335
65,1.0348
65,-0.3473
65,0.3306
65,0.3843
65,-0.4062
65,1.0728
66,-1.1255
66,-0.957
66,0.8307
66,-0.282
66,0.0698
67,0.4002
67,-0.6788
67,1.0627
67,1.213
67,-1.4917
68,-1.0536
68,0.4828
68,-0.3719
68,-0.2694
68,0.3272
69,-1
69,1.0908
69,0.9454
69,-1.1004
70,0.2609
70,-0.333
70,-0.4578
70,0.4367
71,-1.2116
71,-1.3542
71,1.1476
71,1.1417
71,-0.6466
72,0.4135
72,0.1209
72,-0.2939
72,0.9152
73,-0.9526
73,-1.1901
73,1.0701
73,-0.3952
74,0.3753
74,0.3431
74,-0.3509
75,1.0405
75,-1.0651
75,-0.9743
75,0.8977
76,-0.2952
76,0.1421
76,0.3901
77,-0.6056
77,1.0553
77,1.2943
77,-1.4191
77,-1.0609
78,0.5626
78,-0.3867
78,-0.197
79,0.3078
79,-0.9375
79,1.0643
80,0.9778
80,-1.1583
80,0.2894
81,-0.3936
81,-0.4368
81,0.3727
82,-1.1942
82,-1.425
82,1.0825
82,1.1477
83,-0.7246
83,0.4169
84,0.0398
84,-0.2881
84,0.8312
85,-0.9458
85,-1.2529
85,1.0993
86,-0.4492
86,0.4133
86,0.2956
87,-0.303
87,1.0031
88,-1.0102
88,-0.9954
88,0.9613
89,-0.3125
89,0.2116
90,0.3765
90,-0.535
90,1.045
91,1.3766
91,-1.3477
91,-1.0661
92,0.6468
92,-0.3973
92,-0.1187
93,0.2943
94,-0.8688
95,1.0447
95,1.0169
96,-1.2094
97,0.3238
98,-0.448
99,-0.4089
100,0.314
101,-1.1711
102,-1.4941
102,1.0215
103,1.155
104,-0.8012
105,0.4199
106,-0.0426
107,-0.2837
108,0.7455
109,-0.9405
110,-1.3194
110,1.4869
111,1.1224
112,-0.508
113,0.4454
114,0.2422
115,-0.2625
116,0.9578
117,-0.9639
118,-1.0238
119,1.0191
120,-0.336
121,0.2771
122,0.3597
123,-0.4652
124,1.0336
125,1.4619
125,-1.2759
126,-1.0688
127,0.733
128,-0.4043
129,-0.0387
130,0.2845
131,-0.797
132,1.0299
133,1.0624
133,-1.4852
134,-1.2524
135,0.3652
136,-0.495
138,-0.3739
139,0.262
140,-1.1405
141,0.9655
142,1.1651
143,-0.8763
144,0.4251
145,-0.1242
146,-0.2799
147,0.6583
148,-0.9373
149,-1.3897
149,1.4005
150,1.1401
151,-0.5725
152,0.4705
153,0.1838
154,-0.2285
155,0.9081
156,-0.9243
157,-1.0578
158,1.0723
159,-0.3653
160,0.3378
162,0.3361
163,-0.4004
164,1.017
165,1.5465
165,-1.2064
166,-1.0715
167,0.8208
168,-0.4094
169,0.0452
170,0.2786
171,-0.7215
172,1.0194
173,1.1139
173,-1.4186
174,-1.2882
175,0.4135
177,-0.5349
178,-0.3319
179,0.2167
180,-1.1028
181,0.9157
182,1.1779
183,-0.949
184,0.4322
185,-0.2044
186,-0.2737
187,0.5717
189,-0.9333
190,-1.4613
190,1.315
191,1.1547
192,-0.6396
193,0.4903
194,0.1196
195,-0.2018
196,0.8516
197,-0.8926
198,-1.1005
199,1.1184
200,-1.5407
201,-0.4016
202,0.3942
203,0.3077
204,-0.3384
205,0.9964
206,-1.1392
207,-1.0741
208,0.908
210,-0.414
211,0.1285
212,0.2747
213,-0.6438
214,1.012
215,1.1708
215,-1.3489
216,-1.3168
217,0.4681
219,-0.5671
220,-0.2829
221,0.1778
222,-1.0573
223,0.8722
224,1.1972
225,-1.0178
227,0.4438
228,-0.2819
229,-0.265
230,0.4867
231,-0.9292
232,-1.5356
233,1.2284
233,1.1648
235,-0.7097
236,0.5049
237,0.0525
238,-0.1815
239,0.7912
241,-0.8664
242,-1.1487
243,1.1589
243,-1.5103
244,-0.4459
245,0.4442
246,0.2719
248,-0.2823
249,0.9693
250,-1.0766
251,-1.0792
252,0.9948
253,-0.419
255,0.2125
256,0.2713
257,-0.5649
258,1.0072
259,1.2325
259,-1.2763
260,-1.3389
262,0.5286
263,-0.5921
264,-0.2263
265,0.1461
267,-1.0051
268,0.8345
269,1.2208
270,-1.0822
271,0.4596
272,-0.3562
274,-0.2526
275,0.4055
276,-0.9212
277,1.1461
278,1.173
280,-0.7813
281,0.5165
282,-0.0186
283,-0.1661
285,0.7247
286,-0.8473
287,-1.2052
287,1.5285
288,1.1931
288,-1.4857
289,-0.4973
291,0.4884
292,0.2295
293,-0.2309
294,0.9369
296,-1.0184
297,-1.0872
298,1.0781
299,-0.4255
300,0.2946
302,0.2676
303,-0.4861
304,1.0024
305,1.2981
306,-1.2029
307,-1.3552
308,0.5937
309,-0.6117
310,-0.1638
312,0.1206
313,-0.9441
314,0.8037
315,1.2519
317,-1.1406
317,1.519
318,0.4821
319,-0.4249
320,-0.236
322,0.3271
323,-0.9111
324,1.0655
325,1.1802
327,-0.8544
328,0.5253
329,-0.091
330,-0.1535
331,0.6561
332,-0.832
333,-1.2679
333,1.4645
334,1.2213
334,-1.4665
335,-0.5557
336,0.5259
337,0.1794
338,-0.1867
339,0.8975
340,-0.9654
341,-1.0995
342,1.1584
343,-0.4358
344,0.3743
345,0.262
346,-0.4087
347,0.9974
348,1.3668
348,-1.1288
349,-1.3663
350,0.6645
351,-0.6247
352,-0.095
353,0.1012
355,-0.8775
356,0.7788
356,1.2876
358,-1.1943
358,1.4919
359,0.5095
360,-0.4885
361,-0.213
362,0.2549
363,-0.8958
364,0.9901
365,1.1892
366,-0.9262
367,0.5337
368,-0.166
369,-0.1444
370,0.5841
371,-0.8213
372,-1.3371
372,1.3963
373,1.2426
373,-1.453
374,-0.6209
375,0.5577
377,0.1234
378,-0.1484
379,0.8515
380,-0.9187
381,-1.1162
381,1.5107
382,1.2336
383,-0.4495
384,0.4497
385,0.2532
386,-0.3333
387,0.9897
388,1.4371
388,-1.0564
389,-1.3747
391,0.7378
392,-0.6338
393,-0.0209
394,0.0867
395,-0.8035
396,0.7605
397,1.3318
397,-1.5323
398,-1.2408
398,1.4718
399,0.5439
400,-0.5461
402,-0.1848
403,0.1877
404,-0.8755
405,0.9185
406,1.1991
407,-0.9967
408,0.5426
409,-0.2396
410,-0.1365
412,0.5109
413,-0.8126
414,-1.4109
414,1.3252
415,1.2591
415,-1.442
416,-0.6928
417,0.583
418,0.0608
419,-0.1161
420,0.7991
422,-0.8783
423,-1.1395
423,1.4678
424,1.3032
425,-0.4689
426,0.52
427,0.2396
428,-0.2616
430,0.9797
430,1.5095
431,-0.9843
432,-1.3797
433,0.8149
434,-0.6387
435,0.0574
436,0.0769
437,-0.726
439,0.7459
440,1.3799
440,-1.4596
441,-1.2817
441,1.4564
442,0.5847
443,-0.5972
444,-0.1495
446,0.1281
447,-0.8484
448,0.8546
449,1.2128
450,-1.065
450,1.5374
451,0.5535
452,-0.3129
454,-0.1281
455,0.4367
456,-0.806
457,-1.4894
457,1.2516
458,1.2711
458,-1.4337
459,-0.7692
461,0.6027
462,-0.008
463,-0.0905
464,0.7413
465,-0.8445
466,-1.168
467,1.4202
468,1.3657
469,-0.4931
470,0.5854
471,0.2211
473,-0.194
474,0.9635
475,-0.9161
476,-1.3848
477,0.8925
478,-0.6427
480,0.1388
481,0.0701
482,-0.642
483,0.7367
484,1.4355
485,-1.3807
486,-1.3157
486,1.4464
487,0.6321
488,-0.6411
489,-0.1086
491,0.0744
492,-0.8162
493,0.7966
494,1.2305
495,-1.1295
495,1.4775
497,0.5669
498,-0.3837
499,-0.118
500,0.3636
502,-0.7984
503,1.1767
504,1.2791
504,-1.4263
505,-0.8496
506,0.6178
508,-0.081
509,-0.0711
510,0.6774
511,-0.8171
512,-1.2036
513,1.3659
514,1.4212
514,-1.541
515,-0.5251
516,0.6439
517,0.1964
519,-0.1309
520,0.943
521,-0.8506
522,-1.3891
524,0.9717
525,-0.6447
526,0.2215
527,0.0649
529,-0.5572
530,0.7299
531,1.4946
531,-1.299
532,-1.3444
533,1.44
534,0.6848
535,-0.6779
536,-0.0606
538,0.0295
539,-0.7772
540,0.7459
541,1.2541
543,-1.1897
543,1.4239
544,0.5859
545,-0.4522
546,-0.1046
548,0.292
549,-0.7894
550,1.102
551,1.2836
552,-1.4198
553,-0.9342
554,0.6284
555,-0.1581
557,-0.0568
558,0.6089
559,-0.7955
560,-1.2445
561,1.3077
562,1.4705
562,-1.5082
563,-0.5624
564,0.6961
566,0.1643
567,-0.0738
568,0.9149
570,-0.7907
571,-1.3969
572,1.049
572,-1.5278
573,-0.648
575,0.3062
576,0.0608
577,-0.4686
579,0.7258
580,-1.2139
581,-1.3666
582,1.4374
583,0.7426
584,-0.7086
585,-0.0076
587,-0.0088
588,-0.7317
589,0.7025
590,1.2833
591,-1.5121
592,-1.2448
592,1.3765
593,0.6101
595,-0.5161
596,-0.0875
597,0.2226
599,-0.7776
600,1.0287
601,1.2873
601,-1.4107
603,-1.0198
604,0.636
605,-0.2377
607,-0.0461
608,0.5366
609,-0.7794
611,-1.2931
611,1.243
612,1.5111
612,-1.483
613,-0.6073
615,0.7404
616,0.1255
617,-0.0233
619,0.881
620,-0.7348
621,-1.4059
623,1.1254
623,-1.4722
624,-0.6529
625,0.3893
627,0.056
628,-0.3811
630,0.7217
631,-1.1284
632,-1.3843
632,1.4365
634,0.8053
635,-0.7327
636,0.0515
638,-0.0398
639,-0.6799
641,0.6667
642,1.3199
642,-1.4684
643,-1.2949
643,1.3358
645,0.6411
646,-0.5755
647,-0.0645
649,0.1573
650,-0.7628
652,0.9569
653,1.2899
653,-1.4003
654,-1.1065
656,0.6414
657,-0.3197
659,-0.0392
660,0.4621
661,-0.7667
663,-1.3458
663,1.1764
664,1.5448
664,-1.4625
666,-0.6581
667,0.7783
668,0.0792
670,0.0205
671,0.8379
673,-0.6859
674,-1.4203
674,1.5392
675,1.1987
676,-1.4214
677,-0.6613
678,0.4714
680,0.0492
681,-0.293
683,0.7181
684,-1.0426
685,-1.3979
686,1.4365
687,0.8713
688,-0.7515
690,0.1153
691,-0.0644
693,-0.6224
694,0.6376
695,1.3632
696,-1.4186
697,-1.3386
697,1.3017
698,0.6776
700,-0.63
701,-0.0362
703,0.0963
704,-0.7418
706,0.8888
707,1.294
707,-1.3851
708,-1.1915
710,0.6474
711,-0.4012
713,-0.0341
714,0.3846
716,-0.7584
717,-1.4049
717,1.1056
719,-1.4473
720,-0.7161
721,0.808
723,0.0263
724,0.0584
726,0.7889
727,-0.6424
729,-1.4389
729,1.4957
730,1.2684
730,-1.376
732,-0.6732
733,0.5497
735,0.0394
736,-0.2083
738,0.7125
739,-0.9574
740,-1.4089
741,1.4358
742,0.9402
743,-0.7662
745,0.1833
746,-0.0832
748,-0.5599
749,0.6145
751,1.4139
751,-1.362
752,-1.3762
753,1.2745
754,0.7231
755,-0.6783
757,-0.0011
758,0.0405
760,-0.716
761,0.8247
763,1.2991
763,-1.3668
764,-1.2761
766,0.6526
767,-0.4819
769,-0.0298
770,0.3078
772,-0.7519
773,-1.467
773,1.034
775,-1.4346
776,-0.7786
778,0.8314
779,-0.0347
781,0.0888
783,0.7315
784,-0.6059
785,-1.464
786,1.4446
787,1.3328
787,-1.3371
788,-0.6906
790,0.6253
792,0.0257
793,-0.1261
795,0.7038
796,-0.8749
798,-1.4177
798,1.434
799,1.0107
801,-0.7774
802,0.2542
804,-0.0969
805,-0.4928
807,0.5974
808,1.4705
809,-1.3009
810,-1.4082
810,1.2521
811,0.7742
813,-0.7208
815,0.0408
816,-0.0097
818,-0.6831
819,0.7666
821,1.3087
821,-1.3417
822,-1.3558
823,1.5299
824,0.6603
825,-0.5608
827,-0.0247
829,0.2306
830,-0.7463
832,0.9598
833,-1.4252
835,-0.847
836,0.8488
838,-0.1011
840,0.1131
841,0.6672
843,-0.5751
844,-1.4941
844,1.3873
846,1.3925
846,-1.3037
847,-0.7137
849,0.695
851,0.0072
852,-0.048
854,0.6913
855,-0.7957
857,-1.427
857,1.428
858,1.0818
